Sales_ID,Product_ID,Store_ID,Sale_Date,Qty_Sold,Unit_Price,Total_Revenue,Colour,Season
S096,479608,ST025,10/31/2024,2,29.9,59.8,69 NAVY,Fall/Winter
S097,478730,ST025,01/21/2024,5,49.9,249.5,58 DARK GREEN,Fall/Winter
S098,474062,ST010,12/29/2024,2,29.9,59.8,30 NATURAL,Fall/Winter
S099,478730,ST016,03/31/2024,5,49.9,249.5,68 BLUE,Fall/Winter
S100,474062,ST010,08/13/2024,2,29.9,59.8,09 BLACK,Spring/Summer
S101,478568,ST010,05/26/2024,3,69.9,209.7,01 OFF WHITE,Spring/Summer
S102,479157,ST025,10/21/2024,3,49.9,149.7,72 PURPLE,Fall/Winter
S103,478730,ST025,04/29/2024,3,49.9,149.7,08 DARK GRAY,Spring/Summer
S104,479000,ST038,04/01/2024,3,49.9,149.7,69 NAVY,Spring/Summer
S105,479608,ST016,04/22/2024,2,29.9,59.8,60 LIGHT BLUE,Spring/Summer
S106,479157,ST029,08/04/2024,2,49.9,99.8,72 PURPLE,Spring/Summer
S107,479608,ST018,12/16/2024,3,29.9,89.7,32 BEIGE,Fall/Winter
S108,474410,ST029,05/18/2024,3,14.9,44.7,09 BLACK,Spring/Summer
S109,474410,ST016,04/12/2024,5,14.9,74.5,11 PINK,Spring/Summer
S110,479157,ST025,08/30/2024,4,49.9,199.6,08 DARK GRAY,Spring/Summer
S111,474410,ST020,07/26/2024,4,14.9,59.6,00 WHITE,Spring/Summer
S112,481673,ST038,04/20/2024,2,49.9,99.8,01 OFF WHITE,Spring/Summer
S113,478730,ST020,09/07/2024,4,49.9,199.6,08 DARK GRAY,Spring/Summer
S114,479608,ST025,10/26/2024,3,29.9,89.7,69 NAVY,Fall/Winter
S115,479157,ST029,08/14/2024,2,49.9,99.8,08 DARK GRAY,Spring/Summer
S116,478730,ST020,11/21/2024,2,49.9,99.8,58 DARK GREEN,Fall/Winter
S117,479608,ST037,07/21/2024,4,29.9,119.6,01 OFF WHITE,Spring/Summer
S118,479608,ST016,10/22/2024,5,29.9,149.5,09 BLACK,Fall/Winter
S119,474410,ST037,03/01/2024,1,14.9,14.9,09 BLACK,Fall/Winter
S120,479608,ST016,10/21/2024,5,29.9,149.5,76 PURPLE,Fall/Winter
S121,474062,ST016,07/13/2024,5,29.9,149.5,09 BLACK,Spring/Summer
S122,479157,ST018,08/16/2024,5,49.9,249.5,57 OLIVE,Spring/Summer
S123,479608,ST018,06/14/2024,1,29.9,29.9,69 NAVY,Spring/Summer
S124,479157,ST025,09/20/2024,5,49.9,249.5,57 OLIVE,Spring/Summer
S125,479000,ST045,09/05/2024,5,49.9,249.5,69 NAVY,Spring/Summer
S126,474410,ST016,08/11/2024,4,14.9,59.6,31 BEIGE,Spring/Summer
S127,479157,ST020,03/20/2024,4,49.9,199.6,01 OFF WHITE,Fall/Winter
S128,479608,ST018,03/08/2024,2,29.9,59.8,60 LIGHT BLUE,Fall/Winter
S129,479157,ST016,07/23/2024,3,49.9,149.7,19 WINE,Spring/Summer
S130,479608,ST001,03/04/2024,1,29.9,29.9,07 GRAY,Fall/Winter
S131,478568,ST038,03/26/2024,1,69.9,69.9,32 BEIGE,Fall/Winter
S132,474410,ST018,02/18/2024,5,14.9,74.5,31 BEIGE,Fall/Winter
S133,476113,ST045,02/18/2024,3,39.9,119.7,59 DARK GREEN,Fall/Winter
S134,474410,ST029,01/14/2024,2,14.9,29.8,00 WHITE,Fall/Winter
S135,478568,ST029,01/15/2024,4,69.9,279.6,32 BEIGE,Fall/Winter
S136,478730,ST010,07/16/2024,2,49.9,99.8,08 DARK GRAY,Spring/Summer
S137,481673,ST020,07/11/2024,4,49.9,199.6,03 GRAY,Spring/Summer
S138,479004,ST016,03/11/2024,1,39.9,39.9,69 NAVY,Fall/Winter
S139,476113,ST020,04/24/2024,4,39.9,159.6,09 BLACK,Spring/Summer
S140,474062,ST029,04/20/2024,3,29.9,89.7,12 PINK,Spring/Summer
S141,474410,ST025,08/23/2024,4,14.9,59.6,69 NAVY,Spring/Summer
S142,479000,ST018,06/23/2024,3,49.9,149.7,62 BLUE,Spring/Summer
S143,481673,ST045,07/06/2024,5,49.9,249.5,38 DARK BROWN,Spring/Summer
S144,481673,ST010,09/09/2024,1,49.9,49.9,15 RED,Spring/Summer
S145,479608,ST038,10/23/2024,5,29.9,149.5,76 PURPLE,Fall/Winter
S146,479608,ST045,08/07/2024,5,29.9,149.5,09 BLACK,Spring/Summer
S147,476113,ST045,08/19/2024,4,39.9,159.6,59 DARK GREEN,Spring/Summer
S148,479157,ST025,06/07/2024,3,49.9,149.7,01 OFF WHITE,Spring/Summer
S149,474410,ST001,07/11/2024,4,14.9,59.6,11 PINK,Spring/Summer
S150,479608,ST001,01/13/2024,4,29.9,119.6,76 PURPLE,Fall/Winter
S151,474062,ST029,08/03/2024,2,29.9,59.8,69 NAVY,Spring/Summer
S152,478730,ST045,07/20/2024,4,49.9,199.6,58 DARK GREEN,Spring/Summer
S153,479608,ST045,05/10/2024,3,29.9,89.7,60 LIGHT BLUE,Spring/Summer
S154,479608,ST037,08/07/2024,2,29.9,59.8,69 NAVY,Spring/Summer
S155,474410,ST045,06/05/2024,3,14.9,44.7,03 GRAY,Spring/Summer
S156,479000,ST020,07/03/2024,3,49.9,149.7,62 BLUE,Spring/Summer
S157,476113,ST020,12/30/2024,1,39.9,39.9,10 PINK,Fall/Winter
S158,481673,ST025,10/02/2024,5,49.9,249.5,15 RED,Fall/Winter
S159,479608,ST029,09/08/2024,2,29.9,59.8,07 GRAY,Spring/Summer
S160,478730,ST025,06/09/2024,5,49.9,249.5,08 DARK GRAY,Spring/Summer
S161,474410,ST018,01/07/2024,5,14.9,74.5,56 OLIVE,Fall/Winter
S162,478730,ST025,03/17/2024,1,49.9,49.9,08 DARK GRAY,Fall/Winter
S163,479157,ST018,09/30/2024,1,49.9,49.9,08 DARK GRAY,Spring/Summer
S164,474062,ST018,01/01/2024,5,29.9,149.5,12 PINK,Fall/Winter
S165,474062,ST001,09/02/2024,3,29.9,89.7,21 LIGHT ORANGE,Spring/Summer
S166,479608,ST018,11/21/2024,1,29.9,29.9,01 OFF WHITE,Fall/Winter
S167,478730,ST020,08/20/2024,3,49.9,149.7,68 BLUE,Spring/Summer
S168,474062,ST016,03/02/2024,1,29.9,29.9,12 PINK,Fall/Winter
S169,474410,ST020,05/25/2024,3,14.9,44.7,03 GRAY,Spring/Summer
S170,479157,ST029,05/03/2024,2,49.9,99.8,72 PURPLE,Spring/Summer
S171,478730,ST010,09/28/2024,5,49.9,249.5,08 DARK GRAY,Spring/Summer
S172,479157,ST029,06/20/2024,2,49.9,99.8,62 BLUE,Spring/Summer
S173,481673,ST018,12/24/2024,2,49.9,99.8,38 DARK BROWN,Fall/Winter
S174,479157,ST029,03/24/2024,3,49.9,149.7,02 LIGHT GRAY,Fall/Winter
S175,474410,ST001,08/24/2024,1,14.9,14.9,00 WHITE,Spring/Summer
S176,479004,ST016,09/26/2024,4,39.9,159.6,65 BLUE,Spring/Summer
S177,479000,ST016,11/11/2024,2,49.9,99.8,67 BLUE,Fall/Winter
S178,481673,ST010,04/16/2024,3,49.9,149.7,54 GREEN,Spring/Summer
S179,481673,ST001,05/20/2024,3,49.9,149.7,69 NAVY,Spring/Summer
S180,474062,ST025,02/13/2024,1,29.9,29.9,30 NATURAL,Fall/Winter
S181,479608,ST037,08/28/2024,2,29.9,59.8,60 LIGHT BLUE,Spring/Summer
S182,474062,ST018,04/10/2024,5,29.9,149.5,12 PINK,Spring/Summer
S183,479608,ST010,09/03/2024,4,29.9,119.6,60 LIGHT BLUE,Spring/Summer
S184,474410,ST001,06/22/2024,4,14.9,59.6,11 PINK,Spring/Summer
S185,481673,ST037,03/18/2024,2,49.9,99.8,38 DARK BROWN,Fall/Winter
S186,481673,ST029,07/24/2024,1,49.9,49.9,01 OFF WHITE,Spring/Summer
S187,474062,ST018,10/10/2024,4,29.9,119.6,30 NATURAL,Fall/Winter
S188,479608,ST016,12/20/2024,3,29.9,89.7,09 BLACK,Fall/Winter
S189,476113,ST045,06/17/2024,5,39.9,199.5,59 DARK GREEN,Spring/Summer
S190,479157,ST020,11/21/2024,3,49.9,149.7,68 BLUE,Fall/Winter
S191,478730,ST001,11/30/2024,5,49.9,249.5,31 BEIGE,Fall/Winter
S192,479608,ST010,12/16/2024,4,29.9,119.6,76 PURPLE,Fall/Winter
S193,476113,ST025,06/19/2024,3,39.9,119.7,59 DARK GREEN,Spring/Summer
S194,474410,ST045,04/22/2024,5,14.9,74.5,03 GRAY,Spring/Summer
S195,479000,ST001,05/29/2024,2,49.9,99.8,62 BLUE,Spring/Summer
S196,474062,ST045,03/04/2024,4,29.9,119.6,56 OLIVE,Fall/Winter
S197,476113,ST016,05/03/2024,3,39.9,119.7,10 PINK,Spring/Summer
S198,474062,ST010,04/28/2024,5,29.9,149.5,30 NATURAL,Spring/Summer
S199,474062,ST010,10/12/2024,3,29.9,89.7,30 NATURAL,Fall/Winter
S200,478568,ST045,09/07/2024,1,69.9,69.9,01 OFF WHITE,Spring/Summer
S201,479608,ST020,02/14/2024,1,29.9,29.9,01 OFF WHITE,Fall/Winter
S202,481673,ST029,07/18/2024,4,49.9,199.6,69 NAVY,Spring/Summer
S203,478730,ST029,11/15/2024,4,49.9,199.6,58 DARK GREEN,Fall/Winter
S204,478568,ST016,09/04/2024,2,69.9,139.8,09 BLACK,Spring/Summer
S205,474410,ST010,09/29/2024,1,14.9,14.9,31 BEIGE,Spring/Summer
S206,474410,ST020,05/12/2024,4,14.9,59.6,11 PINK,Spring/Summer
S207,476113,ST018,12/02/2024,3,39.9,119.7,09 BLACK,Fall/Winter
S208,479608,ST045,02/21/2024,1,29.9,29.9,69 NAVY,Fall/Winter
S209,476113,ST010,01/16/2024,1,39.9,39.9,59 DARK GREEN,Fall/Winter
S210,479157,ST025,06/01/2024,5,49.9,249.5,57 OLIVE,Spring/Summer
S211,481673,ST045,07/20/2024,2,49.9,99.8,01 OFF WHITE,Spring/Summer
S212,474410,ST018,10/25/2024,3,14.9,44.7,11 PINK,Fall/Winter
S213,479608,ST038,02/18/2024,1,29.9,29.9,60 LIGHT BLUE,Fall/Winter
S214,479157,ST001,05/28/2024,4,49.9,199.6,02 LIGHT GRAY,Spring/Summer
S215,479157,ST001,08/06/2024,1,49.9,49.9,08 DARK GRAY,Spring/Summer
S216,474062,ST016,07/12/2024,3,29.9,89.7,56 OLIVE,Spring/Summer
S217,474062,ST020,04/30/2024,4,29.9,119.6,21 LIGHT ORANGE,Spring/Summer
S218,479157,ST001,10/12/2024,1,49.9,49.9,01 OFF WHITE,Fall/Winter
S219,479608,ST010,02/12/2024,2,29.9,59.8,69 NAVY,Fall/Winter
S220,474062,ST025,07/14/2024,2,29.9,59.8,12 PINK,Spring/Summer
S221,474062,ST010,05/19/2024,1,29.9,29.9,69 NAVY,Spring/Summer
S222,479157,ST020,11/08/2024,2,49.9,99.8,57 OLIVE,Fall/Winter
S223,478730,ST029,08/02/2024,4,49.9,199.6,31 BEIGE,Spring/Summer
S224,479000,ST020,11/13/2024,3,49.9,149.7,69 NAVY,Fall/Winter
S225,479157,ST037,03/24/2024,2,49.9,99.8,01 OFF WHITE,Fall/Winter
S226,479608,ST001,12/27/2024,5,29.9,149.5,32 BEIGE,Fall/Winter
S227,479608,ST018,08/17/2024,5,29.9,149.5,60 LIGHT BLUE,Spring/Summer
S228,479000,ST020,11/14/2024,4,49.9,199.6,08 DARK GRAY,Fall/Winter
S229,474062,ST001,06/09/2024,4,29.9,119.6,21 LIGHT ORANGE,Spring/Summer
S230,479004,ST029,03/16/2024,5,39.9,199.5,69 NAVY,Fall/Winter
S231,481673,ST045,06/28/2024,1,49.9,49.9,38 DARK BROWN,Spring/Summer
S232,479000,ST045,01/29/2024,1,49.9,49.9,69 NAVY,Fall/Winter
S233,478568,ST025,05/21/2024,2,69.9,139.8,56 OLIVE,Spring/Summer
S234,479000,ST018,04/26/2024,3,49.9,149.7,62 BLUE,Spring/Summer
S235,474410,ST029,09/13/2024,1,14.9,14.9,03 GRAY,Spring/Summer
S236,474062,ST025,09/14/2024,4,29.9,119.6,12 PINK,Spring/Summer
S237,479000,ST038,06/18/2024,1,49.9,49.9,62 BLUE,Spring/Summer
S238,479004,ST045,02/10/2024,4,39.9,159.6,65 BLUE,Fall/Winter
S239,479004,ST010,08/04/2024,3,39.9,119.7,69 NAVY,Spring/Summer
S240,478568,ST016,11/16/2024,2,69.9,139.8,70 LIGHT PURPLE,Fall/Winter
S241,479608,ST038,12/12/2024,5,29.9,149.5,32 BEIGE,Fall/Winter
S242,479608,ST001,11/21/2024,5,29.9,149.5,07 GRAY,Fall/Winter
S243,481673,ST037,10/07/2024,1,49.9,49.9,54 GREEN,Fall/Winter
S244,481673,ST018,07/07/2024,4,49.9,199.6,69 NAVY,Spring/Summer
S245,478568,ST038,05/27/2024,5,69.9,349.5,56 OLIVE,Spring/Summer
S246,479004,ST010,12/08/2024,4,39.9,159.6,65 BLUE,Fall/Winter
S247,479000,ST025,08/09/2024,5,49.9,249.5,67 BLUE,Spring/Summer
S248,479157,ST010,01/12/2024,5,49.9,249.5,68 BLUE,Fall/Winter
S249,479608,ST001,09/04/2024,5,29.9,149.5,32 BEIGE,Spring/Summer
S250,478730,ST020,05/23/2024,4,49.9,199.6,68 BLUE,Spring/Summer
S251,479000,ST037,09/05/2024,5,49.9,249.5,69 NAVY,Spring/Summer
S252,479157,ST016,10/01/2024,2,49.9,99.8,57 OLIVE,Fall/Winter
S253,481673,ST010,10/25/2024,4,49.9,199.6,54 GREEN,Fall/Winter
S254,478730,ST025,12/07/2024,4,49.9,199.6,08 DARK GRAY,Fall/Winter
S255,474410,ST038,04/15/2024,1,14.9,14.9,76 PURPLE,Spring/Summer
S256,481673,ST016,06/13/2024,4,49.9,199.6,38 DARK BROWN,Spring/Summer
S257,474062,ST037,12/16/2024,2,29.9,59.8,12 PINK,Fall/Winter
S258,479608,ST037,09/15/2024,5,29.9,149.5,32 BEIGE,Spring/Summer
S259,474062,ST037,12/24/2024,3,29.9,89.7,21 LIGHT ORANGE,Fall/Winter
S260,481673,ST018,07/02/2024,4,49.9,199.6,15 RED,Spring/Summer
S261,474410,ST025,07/14/2024,3,14.9,44.7,56 OLIVE,Spring/Summer
S262,481673,ST029,06/12/2024,1,49.9,49.9,61 BLUE,Spring/Summer
S263,479157,ST045,11/22/2024,5,49.9,249.5,57 OLIVE,Fall/Winter
S264,479608,ST029,03/06/2024,3,29.9,89.7,60 LIGHT BLUE,Fall/Winter
S265,474410,ST025,06/28/2024,1,14.9,14.9,11 PINK,Spring/Summer
S266,479608,ST045,01/16/2024,1,29.9,29.9,60 LIGHT BLUE,Fall/Winter
S267,478568,ST029,08/30/2024,4,69.9,279.6,56 OLIVE,Spring/Summer
S268,476113,ST025,10/26/2024,3,39.9,119.7,00 WHITE,Fall/Winter
S269,481673,ST001,04/26/2024,2,49.9,99.8,01 OFF WHITE,Spring/Summer
S270,478730,ST020,01/06/2024,3,49.9,149.7,08 DARK GRAY,Fall/Winter
S271,478568,ST045,06/11/2024,3,69.9,209.7,32 BEIGE,Spring/Summer
S272,476113,ST018,08/21/2024,3,39.9,119.7,10 PINK,Spring/Summer
S273,478730,ST038,01/24/2024,4,49.9,199.6,08 DARK GRAY,Fall/Winter
S274,478730,ST038,04/11/2024,2,49.9,99.8,08 DARK GRAY,Spring/Summer
S275,478730,ST029,11/25/2024,4,49.9,199.6,08 DARK GRAY,Fall/Winter
S276,474410,ST010,07/10/2024,5,14.9,74.5,56 OLIVE,Spring/Summer
S277,481673,ST045,06/19/2024,3,49.9,149.7,15 RED,Spring/Summer
S278,478568,ST018,10/28/2024,1,69.9,69.9,09 BLACK,Fall/Winter
S279,479608,ST020,03/21/2024,3,29.9,89.7,09 BLACK,Fall/Winter
S280,476113,ST010,05/18/2024,5,39.9,199.5,10 PINK,Spring/Summer
S281,481673,ST025,03/07/2024,4,49.9,199.6,03 GRAY,Fall/Winter
S282,481673,ST038,05/18/2024,1,49.9,49.9,01 OFF WHITE,Spring/Summer
S283,479157,ST020,05/28/2024,5,49.9,249.5,01 OFF WHITE,Spring/Summer
S284,476113,ST020,06/25/2024,2,39.9,79.8,00 WHITE,Spring/Summer
S285,474410,ST020,01/26/2024,1,14.9,14.9,09 BLACK,Fall/Winter
S286,474410,ST045,05/28/2024,3,14.9,44.7,09 BLACK,Spring/Summer
S287,478568,ST018,08/01/2024,2,69.9,139.8,56 OLIVE,Spring/Summer
S288,478730,ST025,01/19/2024,1,49.9,49.9,68 BLUE,Fall/Winter
S289,474410,ST029,07/24/2024,4,14.9,59.6,09 BLACK,Spring/Summer
S290,474410,ST037,04/18/2024,4,14.9,59.6,31 BEIGE,Spring/Summer
S291,479000,ST037,03/22/2024,5,49.9,249.5,69 NAVY,Fall/Winter
S292,478568,ST016,11/02/2024,1,69.9,69.9,56 OLIVE,Fall/Winter
S293,479157,ST045,02/27/2024,4,49.9,199.6,57 OLIVE,Fall/Winter
S294,474410,ST001,10/28/2024,5,14.9,74.5,56 OLIVE,Fall/Winter
S295,478730,ST025,10/08/2024,5,49.9,249.5,31 BEIGE,Fall/Winter
S296,478568,ST025,03/25/2024,3,69.9,209.7,19 WINE,Fall/Winter
S297,479004,ST016,08/01/2024,4,39.9,159.6,63 BLUE,Spring/Summer
S298,474062,ST016,01/17/2024,1,29.9,29.9,56 OLIVE,Fall/Winter
S299,476113,ST025,05/03/2024,4,39.9,159.6,61 BLUE,Spring/Summer
S300,481673,ST025,04/16/2024,1,49.9,49.9,03 GRAY,Spring/Summer
S301,479608,ST037,04/09/2024,3,29.9,89.7,07 GRAY,Spring/Summer
S302,481673,ST020,02/09/2024,3,49.9,149.7,38 DARK BROWN,Fall/Winter
S303,478730,ST018,11/18/2024,5,49.9,249.5,31 BEIGE,Fall/Winter
S304,481673,ST020,09/26/2024,5,49.9,249.5,54 GREEN,Spring/Summer
S305,479000,ST010,06/25/2024,1,49.9,49.9,67 BLUE,Spring/Summer
S306,476113,ST018,08/09/2024,5,39.9,199.5,59 DARK GREEN,Spring/Summer
S307,474410,ST025,12/27/2024,1,14.9,14.9,00 WHITE,Fall/Winter
S308,479157,ST020,08/14/2024,4,49.9,199.6,01 OFF WHITE,Spring/Summer
S309,474410,ST029,08/07/2024,1,14.9,14.9,03 GRAY,Spring/Summer
S310,478568,ST018,05/07/2024,4,69.9,279.6,32 BEIGE,Spring/Summer
S311,479000,ST018,05/27/2024,1,49.9,49.9,62 BLUE,Spring/Summer
S312,474062,ST038,09/28/2024,2,29.9,59.8,30 NATURAL,Spring/Summer
S313,479608,ST045,06/29/2024,1,29.9,29.9,76 PURPLE,Spring/Summer
S314,479608,ST010,04/29/2024,2,29.9,59.8,69 NAVY,Spring/Summer
S315,474410,ST025,08/11/2024,1,14.9,14.9,09 BLACK,Spring/Summer
S316,479608,ST038,10/01/2024,1,29.9,29.9,09 BLACK,Fall/Winter
S317,478730,ST025,04/27/2024,4,49.9,199.6,68 BLUE,Spring/Summer
S318,479608,ST020,10/27/2024,3,29.9,89.7,09 BLACK,Fall/Winter
S319,478568,ST029,10/12/2024,3,69.9,209.7,56 OLIVE,Fall/Winter
S320,474410,ST037,08/05/2024,4,14.9,59.6,09 BLACK,Spring/Summer
S321,478568,ST025,07/18/2024,3,69.9,209.7,70 LIGHT PURPLE,Spring/Summer
S322,479157,ST020,05/03/2024,4,49.9,199.6,72 PURPLE,Spring/Summer
